OID,ELE_NS,ELE_NAME,LABEL_ZH,LABEL_EN,LABEL_TYPE,ELE_TYPE,ELE_SUBGROUP,ELE_BALANCE,ELE_PERIOD,ELE_ISABSTRACT,ELE_ISNILL
161704,c-ross,OverseasAssetPriceRiskOverseasEquityInvestmentAssetsAdmittedValue,境外资产价格风险，境外权益类资产，认可价值,"Overseas asset price risk, overseas equity investment assets, admitted value",标准标签,xbrli:monetaryItemType,xbrli:item,debit,instant,FALSE,TRUE
161707,c-ross,SupplementaryAxis,辅助 [axis],Supplementary [axis],标准标签,xbrli:stringItemType,xbrldt:dimensionItem,,duration,TRUE,TRUE
161714,c-ross,InterestRateRiskBondAssetsNoHedgingAndUnqualifiedHedgingFinancialBondsHeldByLookThroughMethodLineNumberAxis,利率风险，债券类资产（未套保及不符合条件的套保），穿透法还原后持有的金融债，行次 [axis],"Interest rate risk, bond assets (no hedging and unqualified hedging), financial bonds held by look through method, line number [axis]",标准标签,xbrli:stringItemType,xbrldt:dimensionItem,,duration,TRUE,TRUE
161726,c-ross,CoreTierOneCapitalUnderSolvencyII,偿二代下核心一级资本,Core tier one capital under Solvency II,标准标签,xbrli:monetaryItemType,xbrli:item,credit,instant,FALSE,TRUE
161727,c-ross,EquityPriceRiskSecuritiesInvestmentFundFundName,权益价格风险，证券投资基金，基金名称,"Equity price risk, securities investment fund, fund name",标准标签,xbrli:stringItemType,xbrli:item,,instant,FALSE,TRUE
161732,c-ross,InterestRateRiskInterestRateDerivativesGovernmentBondFuturesQualifiedHedgingHedgingPortfolioAbstract,MR06-利率风险，利率类金融衍生品，国债期货（符合条件套保），套期组合 [abstract],"MR06-Interest rate risk, interest rate derivatives, government bond futures (qualified hedging), hedging portfolio [abstract]",标准标签,xbrli:stringItemType,xbrli:item,,duration,TRUE,TRUE
161734,c-ross,CounterpartyDefaultRiskFinancialBondsRiskExposure,交易对手违约风险，金融债，风险暴露,"Counterparty default risk, financial bonds, risk exposure",标准标签,xbrli:monetaryItemType,xbrli:item,,instant,FALSE,TRUE
161735,c-ross,EquityPriceRiskInfrastructureEquityInvestmentPlansAbstract,MR15-权益价格风险，基础设施股权投资计划 [abstract],"MR15-Equity price risk, infrastructure equity investment plans [abstract]",标准标签,xbrli:stringItemType,xbrli:item,,duration,TRUE,TRUE
161744,c-ross,EquityPriceRiskEquityTrustPlansLineItems,权益价格风险，权益类信托计划 [line items],"Equity price risk, equity trust plans [line items]",标准标签,xbrli:stringItemType,xbrli:item,,duration,TRUE,TRUE
161747,c-ross,SolvencyReportThirteenMonthsRenewalRate,偿付能力报告，13个月续保率,"Solvency report, thirteen months renewal rate",标准标签,num:percentItemType,xbrli:item,,duration,FALSE,TRUE
161761,c-ross,InterestRateRiskInterestRateDerivativesGovernmentBondFuturesQualifiedHedgingRiskFactorOfShortPositionOfGovernmentBondFutures,利率风险，利率类金融衍生品，国债期货（符合条件套保），国债期货空头合约的风险因子,"Interest rate risk, interest rate derivatives, government bond futures (qualified hedging), risk factor of short position of government bond futures",标准标签,xbrli:pureItemType,xbrli:item,,instant,FALSE,TRUE
161763,c-ross,EquityPriceRiskUnlistedEquitiesTable,权益价格风险，未上市股权 [table],"Equity price risk, unlisted equities [table]",标准标签,xbrli:stringItemType,xbrldt:hypercubeItem,,duration,TRUE,TRUE
161770,c-ross,CounterpartyDefaultRiskProjectAssetBackedPlansBaseRiskFactor,交易对手违约风险，项目资产支持计划，基础因子,"Counterparty default risk, project asset-backed plans, base risk factor",标准标签,xbrli:pureItemType,xbrli:item,,instant,FALSE,TRUE
161772,c-ross,CounterpartyDefaultRiskForwardForeignExchangeContractsAndInterestRateSwapsForPurposeOfHedgingBaseRiskFactor,交易对手违约风险，套期保值外汇远期和利率互换，基础因子,"Counterparty default risk, forward foreign exchange contracts and interest rate swaps for purpose of hedging, base risk factor",标准标签,xbrli:pureItemType,xbrli:item,,instant,FALSE,TRUE
161776,c-ross,RiskManagementCapabilityAbstract,风险管理能力 [abstract],Risk management capability [abstract],标准标签,xbrli:stringItemType,xbrli:item,,duration,TRUE,TRUE
161779,c-ross,CounterpartyDefaultRiskBankDepositsTable,交易对手违约风险，银行存款 [table],"Counterparty default risk, bank deposits [table]",标准标签,xbrli:stringItemType,xbrldt:hypercubeItem,,duration,TRUE,TRUE
161780,c-ross,PropertyPriceRiskInvestmentPropertyAssetDetails,房地产价格风险，投资性房地产，资产明细,"Property price risk, investment property, asset details",标准标签,xbrli:stringItemType,xbrli:item,,instant,FALSE,TRUE
161787,c-ross,EquityPriceRiskInfrastructureEquityInvestmentPlansProductName,权益价格风险，基础设施股权投资计划，产品名称,"Equity price risk, infrastructure equity investment plans, product name",标准标签,xbrli:stringItemType,xbrli:item,,instant,FALSE,TRUE
161788,c-ross,EquityPriceRiskPreferredSharesHoldingStockNumber,权益价格风险，优先股，持股数量,"Equity price risk, preferred shares, holding stock number",标准标签,xbrli:sharesItemType,xbrli:item,,instant,FALSE,TRUE
161800,c-ross,InterestRateRiskInterestRateDerivativesInterestRateSwapsRiskExposure,利率风险，利率类金融衍生品，利率互换，风险暴露,"Interest rate risk, interest rate derivatives, interest rate swaps, risk exposure",标准标签,xbrli:monetaryItemType,xbrli:item,,instant,FALSE,TRUE
161812,c-ross,CapitalInstrumentTypesMember,资本工具种类 [member],Capital instrument types [member],标准标签,nonnum:domainItemType,xbrli:item,,duration,TRUE,TRUE
161813,c-ross,EquityPriceRiskLongTermEquityInvestmentsInSubsidiariesJointVenturesAndAssociatedCompaniesBaseRiskFactor,权益价格风险，对子公司、合营企业和联营企业的长期股权投资，基础因子,"Equity price risk, long-term equity investments in subsidiaries, joint ventures and associated companies, base risk factor",标准标签,xbrli:pureItemType,xbrli:item,,instant,FALSE,TRUE
161816,c-ross,InterestRateRiskInterestRateDerivativesInterestRateSwapsHeldByCompanyDirectlyLineNumberAxis,利率风险，利率类金融衍生品，公司直接持有的利率互换，行次 [axis],"Interest rate risk, interest rate derivatives, interest rate swaps held by company directly, line number [axis]",标准标签,xbrli:stringItemType,xbrldt:dimensionItem,,duration,TRUE,TRUE
161824,c-ross,CounterpartyDefaultRiskTrustPlansRiskFactorOneOfUnderlyingAssets,交易对手违约风险，信托计划，基础资产对应的特征系数一,"Counterparty default risk, trust plans, risk factor one of underlying assets",标准标签,xbrli:pureItemType,xbrli:item,,instant,FALSE,TRUE
161831,c-ross,JointStockCommercialBankPostalSavingsBankInsuranceCompanyWithCapitalAdequacyRatiosAtAllTiersEntirelyMeetingRegulatoryRequirementsFinancialBondsExcludingCapitalInstrumentsSuchAsSubordinatedDebtAndHybridBondsMember,各级资本充足率全部达到监管要求的股份制商业银行、邮政储蓄银行、保险公司，金融债（不包含次级债、混合资本债等资本工具） [member],"Joint-stock commercial bank/postal savings bank/insurance company with capital adequacy ratios at all tiers entirely meeting regulatory requirements, financial bonds (excluding capital instruments such as subordinated debt and hybrid bonds) [member]",标准标签,nonnum:domainItemType,xbrli:item,,duration,TRUE,TRUE
161833,c-ross,IntegratedLiquidityRatioForLifeInsuranceCompaniesCashFlowsOfAssetsAndLiabilitiesLineItems,综合流动比率表（人身保险公司），资产和负债的现金流 [line items],"Integrated liquidity ratio (for life insurance companies), cash flows of assets and liabilities [line items]",标准标签,xbrli:stringItemType,xbrli:item,,duration,TRUE,TRUE
161836,c-ross,EquityPriceRiskSecuritiesInvestmentFundRiskFactorOne,权益价格风险，证券投资基金，特征系数一,"Equity price risk, securities investment fund, risk factor one",标准标签,xbrli:pureItemType,xbrli:item,,instant,FALSE,TRUE
161840,c-ross,LiquidityRiskListedStocksAmountAfterConversion,流动性风险，上市股票，折算后金额,"Liquidity risk, listed stocks, amount after conversion",标准标签,xbrli:monetaryItemType,xbrli:item,debit,instant,FALSE,TRUE
161841,c-ross,CoreTierTwoCapitalInstrumentMember,核心二级资本工具 [member],Core tier two capital instrument [member],标准标签,nonnum:domainItemType,xbrli:item,,duration,TRUE,TRUE
161851,c-ross,EquityPriceRiskInfrastructureEquityInvestmentPlansBaseRiskFactor,权益价格风险，基础设施股权投资计划，基础因子,"Equity price risk, infrastructure equity investment plans, base risk factor",标准标签,xbrli:pureItemType,xbrli:item,,instant,FALSE,TRUE
161857,c-ross,LiquidityRiskContractualUndiscountedCashFlowsOfEstimatedLiabilities,流动性风险，预计负债未折现的合同现金流量,"Liquidity risk, contractual undiscounted cash flows of estimated liabilities",标准标签,xbrli:monetaryItemType,xbrli:item,credit,instant,FALSE,TRUE
161862,c-ross,CityCommercialBankAndForeignCommercialBankWithInternationalCreditRatingOfAAndAboveWithCapitalAdequacyRatiosAtAllTiersEntirelyMeetingRegulatoryRequirementsTermDepositsAndNegotiatedDepositsMember,各级资本充足率全部达到监管要求的城市商业银行、国际信用评级在A级以上的外资商业银行，定期存款、协议存款 [member],"City commercial bank and foreign commercial bank with international credit rating of A and above with capital adequacy ratios at all tiers entirely meeting regulatory requirements, term deposits and negotiated deposits [member]",标准标签,nonnum:domainItemType,xbrli:item,,duration,TRUE,TRUE
161878,c-ross,OutstandingBenefitsReserveOfLifeInsuranceContractLiabilitiesTypesOfInsuranceAccountAxis,寿险合同未到期责任准备金负债，保险账户类别 [axis],"Outstanding benefits reserve of life insurance contract liabilities, types of insurance account [axis]",标准标签,xbrli:stringItemType,xbrldt:dimensionItem,,duration,TRUE,TRUE
161879,c-ross,SolvencyAdequacyRatioExplanatory,偿付能力充足率指标 [text block],Solvency adequacy ratio [text block],标准标签,nonnum:textBlockItemType,xbrli:item,,duration,FALSE,TRUE
161882,c-ross,GuaranteesTermsSituationMember,保证条款包括情况 [member],Guarantees terms situation [member],标准标签,nonnum:domainItemType,xbrli:item,,duration,TRUE,TRUE
161887,c-ross,IntegratedCurrentRatioForPropertyAndCasualtyInsuranceCompaniesAndReinsuranceCompaniesAbstract,综合流动比率表（财产保险公司和再保险公司） [abstract],Integrated current ratio (for property and casualty insurance companies and reinsurance companies) [abstract],标准标签,xbrli:stringItemType,xbrli:item,,duration,TRUE,TRUE
161893,c-ross,SolvencyReportIndividualAgentsTurnoverRate,偿付能力报告，营销员脱落率,"Solvency report, individual agents turnover rate",标准标签,num:percentItemType,xbrli:item,,duration,FALSE,TRUE
161895,c-ross,EquityPriceRiskSecuritiesInvestmentFundHeldByLookThroughMethodHierarchicalBondFundSubordinatedAbstract,MR13-权益价格风险，穿透法还原后持有的证券投资基金，分级债券型基金，劣后级 [abstract],"MR13-Equity price risk, securities investment fund held by look through method, hierarchical bond fund, subordinated [abstract]",标准标签,xbrli:stringItemType,xbrli:item,,duration,TRUE,TRUE
161896,c-ross,CounterpartyDefaultRiskProjectAssetBackedPlansIssuer,交易对手违约风险，项目资产支持计划，发行机构,"Counterparty default risk, project asset-backed plans, issuer",标准标签,xbrli:stringItemType,xbrli:item,,instant,FALSE,TRUE
161902,c-ross,MajorReinsuranceContractDuringReportingPeriodExplanatory,报告期内重大再保险合同 [text block],Major reinsurance contract during reporting period [text block],标准标签,nonnum:textBlockItemType,xbrli:item,,duration,FALSE,TRUE
161919,c-ross,AnalysisAndDiscussionContentOfManagementExplanatory,管理层分析与讨论内容 [text block],Analysis and discussion content of management [text block],标准标签,nonnum:textBlockItemType,xbrli:item,,duration,FALSE,TRUE
161921,c-ross,LossAbsorptionOfSpecificInsuranceContract,特定类别保险合同损失吸收效应,Loss absorption of specific insurance contract,标准标签,xbrli:monetaryItemType,xbrli:item,,instant,FALSE,TRUE
161923,c-ross,CounterpartyDefaultRiskWealthManagementProductsOfCommercialBankTable,交易对手违约风险，商业银行理财产品 [table],"Counterparty default risk, wealth management products of commercial bank [table]",标准标签,xbrli:stringItemType,xbrldt:hypercubeItem,,duration,TRUE,TRUE
161926,c-ross,OverseasInwardReinsurerSolvencyAdequacyRatiosAtAllTiersEntirelyMeetingRegulatoryRequirementsMember,境外再保分入人，各级偿付能力充足率全部达到监管要求 [member],"Overseas inward reinsurer, solvency adequacy ratios at all tiers entirely meeting regulatory requirements [member]",标准标签,nonnum:domainItemType,xbrli:item,,duration,TRUE,TRUE
161936,c-ross,CounterpartyDefaultRiskAssetSecuritizationProductsLineItems,交易对手违约风险，资产证券化产品 [line items],"Counterparty default risk, asset securitization products [line items]",标准标签,xbrli:stringItemType,xbrli:item,,duration,TRUE,TRUE
161937,c-ross,CounterpartyDefaultRiskCashAndLiquidityManagementInstrumentsLineItems,交易对手违约风险，现金及流动性管理工具 [line items],"Counterparty default risk, cash and liquidity management instruments [line items]",标准标签,xbrli:stringItemType,xbrli:item,,duration,TRUE,TRUE
161939,c-ross,CorporateInformationQuarterlyBriefingAbstract,公司信息，季度快报 [abstract],"Corporate information, quarterly briefing [abstract]",标准标签,xbrli:stringItemType,xbrli:item,,duration,TRUE,TRUE
161942,c-ross,CounterpartyDefaultRiskAssetManagementProductsDetailsAbstract,CR10-交易对手违约风险，资产管理产品，明细 [abstract],"CR10-Counterparty default risk, asset management products, details [abstract]",标准标签,xbrli:stringItemType,xbrli:item,,duration,TRUE,TRUE
161943,c-ross,PreferredSharesNonPubliclyIssuedByListedBankOrInsuranceCompanyWithoutTermsOnObligatoryConversionToCommonStockOrIssuedByListedNonBankingOrNonInsuranceCompanyMember,上市公司中银行、保险公司非公开发行的不带强制转换为普通股条款的或者非银行、非保险机构非公开发行的优先股 [member],"Preferred shares non-publicly issued by listed bank or insurance company, without terms on obligatory conversion to common stock, or issued by listed non-banking or non-insurance company [member]",标准标签,nonnum:domainItemType,xbrli:item,,duration,TRUE,TRUE
161947,c-ross,InvestmentPropertyHeldAsRealPropertyMember,投资性不动产物权 [member],Investment property held as real property [member],标准标签,nonnum:domainItemType,xbrli:item,,duration,TRUE,TRUE
161969,c-ross,CounterpartyDefaultRiskEnterpriseBondsCorporateBondsCreditRatingsForAssets,交易对手违约风险，企业债、公司债，资产的信用评级,"Counterparty default risk, enterprise bonds, corporate bonds, credit ratings for assets",标准标签,sti:creditRatingItemType,xbrli:item,,instant,FALSE,TRUE
161973,c-ross,EquityPriceRiskSecuritiesInvestmentFundAdmittedValue,权益价格风险，证券投资基金，认可价值,"Equity price risk, securities investment fund, admitted value",标准标签,xbrli:monetaryItemType,xbrli:item,debit,instant,FALSE,TRUE
161975,c-ross,MinimumCapitalQuarterlyBriefing,最低资本，季度快报,"Minimum capital, quarterly briefing",标准标签,xbrli:monetaryItemType,xbrli:item,,instant,FALSE,TRUE
161977,c-ross,InsuranceRiskOfLifeInsuranceBusinessMinimumCapitalForIncidenceRiskOtherIncidenceRisk,寿险业务保险风险，损失发生风险最低资本，其它损失发生率风险,"Insurance risk of life insurance business, minimum capital for incidence risk, other incidence risk",标准标签,xbrli:monetaryItemType,xbrli:item,,instant,FALSE,TRUE
161984,c-ross,PriceRiskOfOverseasFixedIncomeInvestmentAssetsDevelopedMarketsHeldByCompanyDirectlyDetailsAbstract,MR25-境外固定收益类资产价格风险所涉资产明细表，公司直接持有的发达市场 [abstract],"MR25-Price risk of overseas fixed-income investment assets, developed markets held by company directly, details [abstract]",标准标签,xbrli:stringItemType,xbrli:item,,duration,TRUE,TRUE
161990,c-ross,CounterpartyDefaultRiskTrustPlansRiskExposure,交易对手违约风险，信托计划，风险暴露,"Counterparty default risk, trust plans, risk exposure",标准标签,xbrli:monetaryItemType,xbrli:item,,instant,FALSE,TRUE
161996,c-ross,EquityPriceRiskInfrastructureEquityInvestmentPlansProductCode,权益价格风险，基础设施股权投资计划，产品代码,"Equity price risk, infrastructure equity investment plans, product code",标准标签,xbrli:stringItemType,xbrli:item,,instant,FALSE,TRUE
162007,c-ross,CounterpartyDefaultRiskPolicyLoansAbstract,CR21-交易对手违约风险，保单质押贷款 [abstract],"CR21-Counterparty default risk, policy loans [abstract]",标准标签,xbrli:stringItemType,xbrli:item,,duration,TRUE,TRUE
162030,c-ross,LiquidityRiskBondsAndBillsIssuedOrGuaranteedByCentralBank,流动性风险，央行发行或担保的债券、票据等,"Liquidity risk, bonds and bills issued or guaranteed by central bank",标准标签,xbrli:monetaryItemType,xbrli:item,debit,instant,FALSE,TRUE
162031,c-ross,EquityPriceRiskHeldByLookThroughMethodPreferredSharesIssuedByNonListedPublicCityCommercialBankWithCapitalAdequacyRatiosAtAllTiersEntirelyMeetingRegulatoryRequirementsWithTermsOnObligatoryConversionToCommonStockLineNumberAxis,权益价格风险，穿透法还原后持有的，非上市公众公司中各级资本充足率全部达到监管要求的城市商业银行发行的，带有强制转换为普通股条款的优先股，行次 [axis],"Equity price risk, held by look through method, preferred shares issued by non-listed public city commercial bank with capital adequacy ratios at all tiers entirely meeting regulatory requirements, with terms on obligatory conversion to common stock, line number [axis]",标准标签,xbrli:stringItemType,xbrldt:dimensionItem,,duration,TRUE,TRUE
162034,c-ross,PriceRiskOfOverseasFixedIncomeInvestmentAssetsDetailsTable,境外固定收益类资产价格风险所涉资产明细表 [table],"Price risk of overseas fixed-income investment assets, details [table]",标准标签,xbrli:stringItemType,xbrldt:hypercubeItem,,duration,TRUE,TRUE
162035,c-ross,EquityPriceRiskHeldByLookThroughMethodPreferredSharesIssuedByNonListedPublicCommercialBankWithCapitalAdequacyRatiosAtAllTiersNotEntirelyMeetingRegulatoryRequirementsWithTermsOnObligatoryConversionToCommonStockLineNumberAxis,权益价格风险，穿透法还原后持有的，非上市公众公司中各级资本充足率未全部达到监管要求的商业银行发行的，带有强制转换为普通股条款的优先股，行次 [axis],"Equity price risk, held by look through method, preferred shares issued by non-listed public commercial bank with capital adequacy ratios at all tiers not entirely meeting regulatory requirements, with terms on obligatory conversion to common stock, line number [axis]",标准标签,xbrli:stringItemType,xbrldt:dimensionItem,,duration,TRUE,TRUE
162036,c-ross,TierTwoCapitalInstrumentsSuchAsSubordinatedBondsAndHybridBondsIssuedByBankWithCapitalAdequacyRatiosAtAllTiersEntirelyMeetingRegulatoryRequirementsMember,各级资本充足率全部达到监管要求的银行，发行的次级债、混合资本债等二级资本工具 [member],"Tier two capital instruments such as subordinated bonds and hybrid bonds issued by bank, with capital adequacy ratios at all tiers entirely meeting regulatory requirements [member]",标准标签,nonnum:domainItemType,xbrli:item,,duration,TRUE,TRUE
162048,c-ross,LiquidityRiskContractualUndiscountedCashFlowsOfAssetSecuritizationProducts,流动性风险，资产证券化产品未折现的合同现金流量,"Liquidity risk, contractual undiscounted cash flows of asset securitization products",标准标签,xbrli:monetaryItemType,xbrli:item,debit,instant,FALSE,TRUE
162051,c-ross,NonLifeReinsuranceBusinessNonProportionalLiabilityReinsuranceAndShortTermAccidentHealthAndLifeReinsuranceMember,非寿险再保险业务，非比例责任险、短意险、短健险、短寿险 [member],"Non-life reinsurance business, non-proportional liability reinsurance and short-term accident, health and life reinsurance [member]",标准标签,nonnum:domainItemType,xbrli:item,,duration,TRUE,TRUE
162053,c-ross,CounterpartyDefaultRiskInfrastructureDebtInvestmentPlansMinimumCapital,交易对手违约风险，基础设施债权投资计划，最低资本,"Counterparty default risk, infrastructure debt investment plans, minimum capital",标准标签,xbrli:monetaryItemType,xbrli:item,,instant,FALSE,TRUE
162056,c-ross,LiquidityRiskContractualUndiscountedCashFlowsOfCashAndCashEquivalents,流动性风险，现金及现金等价物的合同现金流量,"Liquidity risk, contractual undiscounted cash flows of cash and cash equivalents",标准标签,xbrli:monetaryItemType,xbrli:item,debit,instant,FALSE,TRUE
162065,c-ross,OtherFixedIncomeProductsMember,其他固定收益类产品 [member],Other fixed income products [member],标准标签,nonnum:domainItemType,xbrli:item,,duration,TRUE,TRUE
162073,c-ross,LiquidityRiskProjectOnCashFlowsCashFlowsFromInForceBusinessOnReportingDateDividendsPayment,流动性风险，现金流预测，报告日有效业务现金流，股利支出,"Liquidity risk, project on cash flows, cash flows from in-force business on reporting date, dividends payment",标准标签,xbrli:monetaryItemType,xbrli:item,credit,instant,FALSE,TRUE
162074,c-ross,OverseasFixedIncomeInvestmentAssetsTypesOfMarketMember,境外固定收益类资产，市场类型 [member],"Overseas fixed-income investment assets, types of market [member]",标准标签,nonnum:domainItemType,xbrli:item,,duration,TRUE,TRUE
162081,c-ross,EquityAssetManagementProductsMember,资产管理产品，权益类 [member],Equity asset management products [member],标准标签,nonnum:domainItemType,xbrli:item,,duration,TRUE,TRUE
162087,c-ross,IntegratedLiquidityRatioForLifeInsuranceCompaniesCashFlowsOfAssetsAndLiabilitiesTable,综合流动比率表（人身保险公司），资产和负债的现金流 [table],"Integrated liquidity ratio (for life insurance companies), cash flows of assets and liabilities [table]",标准标签,xbrli:stringItemType,xbrldt:hypercubeItem,,duration,TRUE,TRUE
162092,c-ross,QuantifiableRiskDiversificationEffect,量化风险分散效应,Quantifiable risk diversification effect,标准标签,xbrli:monetaryItemType,xbrli:item,,instant,FALSE,TRUE
162093,c-ross,LiquidityRiskProjectOnCashInflowsFromInvestingActivitiesAssetsInNextQuarterAmountAfterConversion,流动性风险，未来一个季度内的投资活动（资产）现金流入预测，折算后金额,"Liquidity risk, project on cash inflows from investing activities (assets) in next quarter, amount after conversion",标准标签,xbrli:monetaryItemType,xbrli:item,debit,instant,FALSE,TRUE
162095,c-ross,InterestRateRiskInterestRateDerivativesInterestRateSwapsLineItems,利率风险，利率类金融衍生品，利率互换 [line items],"Interest rate risk, interest rate derivatives, interest rate swaps [line items]",标准标签,xbrli:stringItemType,xbrli:item,,duration,TRUE,TRUE
162096,c-ross,CashValueGuaranteeUnderSolvencyII,偿二代下现金价值保证,Cash value guarantee under Solvency II,标准标签,xbrli:monetaryItemType,xbrli:item,credit,instant,FALSE,TRUE
162104,c-ross,InterestRateRiskBondAssetsNoHedgingAndUnqualifiedHedgingQuasiGovernmentBondsHeldByLookThroughMethodLineNumberAxis,利率风险，债券类资产（未套保及不符合条件的套保），穿透法还原后持有的准政府债，行次 [axis],"Interest rate risk, bond assets (no hedging and unqualified hedging), quasi-government bonds held by look through method, line number [axis]",标准标签,xbrli:stringItemType,xbrldt:dimensionItem,,duration,TRUE,TRUE
162113,c-ross,CounterpartyDefaultRiskForwardForeignExchangeContractsAndInterestRateSwapsForPurposeOfHedgingInterestRateSwapsLineNumberAxis,交易对手违约风险，套期保值外汇远期和利率互换，利率互换，行次 [axis],"Counterparty default risk, forward foreign exchange contracts and interest rate swaps for purpose of hedging, interest rate swaps, line number [axis]",标准标签,xbrli:stringItemType,xbrldt:dimensionItem,,duration,TRUE,TRUE
162117,c-ross,GovernmentBondsUnderSolvencyIIMember,偿二代下政府债 [member],Government bonds under Solvency II [member],标准标签,nonnum:domainItemType,xbrli:item,,duration,TRUE,TRUE
162125,c-ross,TableOfAdmittedAssetsAbstract,S03-认可资产表 [abstract],S03-Table of admitted assets [abstract],标准标签,xbrli:stringItemType,xbrli:item,,duration,TRUE,TRUE
162126,c-ross,EquityPriceRiskInfrastructureEquityInvestmentPlansMinimumCapital,权益价格风险，基础设施股权投资计划，最低资本,"Equity price risk, infrastructure equity investment plans, minimum capital",标准标签,xbrli:monetaryItemType,xbrli:item,,instant,FALSE,TRUE
162131,c-ross,ExchangeRateRiskOfProjectsForeignCurrencyDenominatedAssetsLiabilitiesUnhedgedOrIneffectivelyHedgedDetailsAbstract,MR27-汇率风险所涉项目明细表，未套保及套保无效的外汇资产（负债） [abstract],"MR27-Exchange rate risk of projects, foreign currency-denominated assets (liabilities) unhedged or ineffectively hedged, details [abstract]",标准标签,xbrli:stringItemType,xbrli:item,,duration,TRUE,TRUE
162143,c-ross,TableOfMinimumCapitalAbstract,S05-最低资本表 [abstract],S05-Table of minimum capital [abstract],标准标签,xbrli:stringItemType,xbrli:item,,duration,TRUE,TRUE
162147,c-ross,ArithmeticalMeanOfRetrospectiveDeviationRatiosOfOutstandingLossReserve,未决赔款准备金回溯偏差率的算术平均数,Arithmetical mean of retrospective deviation ratios of outstanding loss reserve,标准标签,num:percentItemType,xbrli:item,,instant,FALSE,TRUE
162149,c-ross,EquityPriceRiskLongTermEquityInvestmentsInSubsidiariesJointVenturesAndAssociatedCompaniesRiskExposure,权益价格风险，对子公司、合营企业和联营企业的长期股权投资，风险暴露,"Equity price risk, long-term equity investments in subsidiaries, joint ventures and associated companies, risk exposure",标准标签,xbrli:monetaryItemType,xbrli:item,,instant,FALSE,TRUE
162156,c-ross,EquityPriceRiskEquityTrustPlansCannotBeLookedThroughLineNumberAxis,权益价格风险，无法穿透的权益类信托计划，行次 [axis],"Equity price risk, equity trust plans cannot be looked through, line number [axis]",标准标签,xbrli:stringItemType,xbrldt:dimensionItem,,duration,TRUE,TRUE
162159,c-ross,EquityPriceRiskStockQualifiedHedgingStockName,权益价格风险，股票（符合条件的套期保值），股票名称,"Equity price risk, stock (qualified hedging), stock name",标准标签,xbrli:stringItemType,xbrli:item,,instant,FALSE,TRUE
162168,c-ross,IntegratedRiskRatingAbstract,风险综合评级（分类监管） [abstract],Integrated risk rating [abstract],标准标签,xbrli:stringItemType,xbrli:item,,duration,TRUE,TRUE
162179,c-ross,IssuerWithCapitalAdequacyRatiosAtAllTiersEntirelyMeetingRegulatoryRequirementsFinancialBondExcludingCapitalInstrumentsSuchAsSubordinatedBondsAndHybridBondsMember,发行方为各级资本充足率全部达到监管要求的，金融债（不包含次级债、混合资本债等资本工具） [member],"Issuer with capital adequacy ratios at all tiers entirely meeting regulatory requirements, financial bond (excluding capital instruments such as subordinated bonds and hybrid bonds) [member]",标准标签,nonnum:domainItemType,xbrli:item,,duration,TRUE,TRUE
162189,c-ross,InterestRateRiskInterestRateDerivativesGovernmentBondFuturesQualifiedHedgingSecurityName,利率风险，利率类金融衍生品，国债期货（符合条件套保），证券名称,"Interest rate risk, interest rate derivatives, government bond futures (qualified hedging), security name",标准标签,xbrli:stringItemType,xbrli:item,,instant,FALSE,TRUE
162193,c-ross,SupplementaryTierOneCapital,附属一级资本,Supplementary tier one capital,标准标签,xbrli:monetaryItemType,xbrli:item,credit,instant,FALSE,TRUE
162197,c-ross,LiquidityRiskContractualUndiscountedCashFlowsOfOtherInvestmentAssets,流动性风险，其他投资资产未折现的合同现金流量,"Liquidity risk, contractual undiscounted cash flows of other investment assets",标准标签,xbrli:monetaryItemType,xbrli:item,debit,instant,FALSE,TRUE
162216,c-ross,CounterpartyDefaultRiskOfReinsuranceCompanyOutwardReinsuranceAssetsOverseasInwardReinsurerAbstract,CR16-再保险公司交易对手违约风险，分出业务再保险资产，境外再保分入人 [abstract],"CR16-Counterparty default risk of reinsurance company, outward reinsurance assets, overseas inward reinsurer [abstract]",标准标签,xbrli:stringItemType,xbrli:item,,duration,TRUE,TRUE
162219,c-ross,CounterpartyDefaultRiskTrustPlansMinimumCapital,交易对手违约风险，信托计划，最低资本,"Counterparty default risk, trust plans, minimum capital",标准标签,xbrli:monetaryItemType,xbrli:item,,instant,FALSE,TRUE
162227,c-ross,SpecificInsuranceContractAdjustedOfLossAbsorptionUpperLimitNotToBeTakenIntoConsideration,特定类别保险合同损失吸收调整，不考虑上限,"Specific insurance contract, adjusted of loss absorption, upper limit not to be taken into consideration",标准标签,xbrli:monetaryItemType,xbrli:item,,instant,FALSE,TRUE
162228,c-ross,LiquidityRiskProjectOnCashInflowsFromInvestingActivitiesAssetsInNextQuarter,流动性风险，未来一个季度内的投资活动（资产）现金流入预测,"Liquidity risk, project on cash inflows from investing activities (assets) in next quarter",标准标签,xbrli:monetaryItemType,xbrli:item,debit,instant,FALSE,TRUE
162235,c-ross,CounterpartyDefaultRiskTrustPlansProductName,交易对手违约风险，信托计划，产品名称,"Counterparty default risk, trust plans, product name",标准标签,xbrli:stringItemType,xbrli:item,,instant,FALSE,TRUE
